id,date,time,continent_code,country_name,country_code,state/province,population,city/town,distance,location_description,latitude,longitude,geolocation,hazard_type,landslide_type,landslide_size,trigger,storm_name,injuries,fatalities,source_name,source_link,Address,Date_time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Wind Chill,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude_rain,Longitude,Resolved Address,"Name, Info, Conditions",
3493,5/13/11,Afternoon,NA,United States,US,Pennsylvania,3450,Masontown,5.82547,,39.8842,-79.8521,"(39.8842, -79.852099999999993)",Landslide,Mudslide,Small,Downpour,,,0,,http://www.pittsburghlive.com/x/pittsburghtrib/news/pittsburgh/s_737091.html,"39.8842,-79.8521",05/13/2011,59.6,78.3,67.1,62.1,85.12,,7.2,17.2,115.79,,1.65,37.5,,7.3,42.3,1008.6,"Mist, Thunderstorm, Rain, Thunderstorm Without Precipitation, Rain Showers, Fog, Heavy Rain, Light Rain, Smoke Or Haze",39.8842,-79.8521,"39.8842,-79.8521","Rain, Partially cloudy",
3494,5/13/11,Afternoon,NA,United States,US,Pennsylvania,13663,Washington,18.14779,,40.0205,-80.3194,"(40.020499999999998, -80.319400000000002)",Landslide,Mudslide,Small,Downpour,,,0,,http://www.pittsburghlive.com/x/pittsburghtrib/news/pittsburgh/s_737091.html,"40.0205,-80.3194",05/13/2011,56.4,78.5,65.4,61.3,87.5,,9.3,18.3,137.79,,0.75,29.17,,6.7,38.4,1008.1,"Mist, Thunderstorm, Rain, Thunderstorm Without Precipitation, Rain Showers, Light Rain",40.0205,-80.3194,"40.0205,-80.3194","Rain, Partially cloudy",
3495,5/13/11,,NA,United States,US,Pennsylvania,7635,Maple Glen,1.49457,,40.0118,-79.9935,"(40.011800000000001, -79.993499999999997)",Landslide,Landslide,Medium,Continuous rain,,,0,,http://www.wtae.com/news/27902657/detail.html,"40.0118,-79.9935",05/13/2011,57.8,78.2,66.4,61.7,86,,7.5,17.2,128.79,,1.09,41.67,,6.9,46.9,1008.5,"Mist, Thunderstorm, Thunderstorm Without Precipitation, Rain Showers, Fog, Heavy Rain, Light Rain, Smoke Or Haze",40.0118,-79.9935,"40.0118,-79.9935","Rain, Partially cloudy",
3498,5/15/11,Late night,NA,United States,US,New York,2614,Whitehall,16.90533,,43.6128,-73.5977,"(43.6128, -73.597700000000003)",Landslide,Mudslide,Small,Downpour,,,0,,http://poststar.com/news/local/article_de5e5622-80bf-11e0-9fcb-001cc4c03286.html,"43.6128,-73.5977",05/15/2011,50.6,56.6,53.6,52,94.43,,9.6,18.3,104.54,,0.75,83.33,,6.6,99.9,1005.3,"Mist, Rain, Light Rain",43.6128,-73.5977,"43.6128,-73.5977","Rain, Overcast",
3499,5/16/11,9:50:00,SA,Colombia,CO,Valle del Cauca,2392877,Cali,8.30406,,3.4677,-76.5908,"(3.4676999999999998, -76.590800000000002)",Landslide,Landslide,Medium,Downpour,,,0,,http://english.cri.cn/6966/2011/05/18/1461s638057.htm,"3.4677,-76.5908",05/16/2011,67.8,82.4,73.9,66.1,78.38,84.6,13.9,,128.75,,0,0,,6.1,88,,"Lightning Without Thunder, Precipitation In Vicinity, Smoke Or Haze",3.4677,-76.5908,"3.4677,-76.5908",Overcast,
3500,5/16/11,5:45:00,SA,Colombia,CO,Santander,8949,Lebrija,9.21217,,7.096,-73.2994,"(7.0960000000000001, -73.299400000000006)",Landslide,Landslide,Medium,Downpour,,,2,,http://colombiareports.com/colombia-news/news/16289-2-die-and-1-missing-in-santander-landslide.html,"7.096,-73.2994",05/16/2011,64.4,75.2,69.7,67.2,92.16,,9.2,,180,,0.02,15.79,,4.3,80.1,,"Drizzle, Light Drizzle, Thunderstorm, Fog, Rain Showers",7.096,-73.2994,"7.096,-73.2994","Rain, Overcast",
3501,5/17/11,Evening,SA,Colombia,CO,Santander,86387,Piedecuesta,10.55986,,6.905,-73.0021,"(6.9050000000000002, -73.002099999999999)",Landslide,Landslide,Medium,Downpour,,,0,,http://colombiareports.com/colombia-news/news/16343-bogota-cut-off-from-northeast-colombia.html,"6.905,-73.0021",05/17/2011,62.6,75.2,68.2,64.5,88.57,,13.9,,173.33,,1.47,11.76,,5.7,77.4,,"Drizzle, Rain, Fog, Sky Coverage Decreasing, Smoke Or Haze",6.905,-73.0021,"6.905,-73.0021","Rain, Overcast",
3502,5/17/11,,NA,United States,US,Pennsylvania,1064,Curtisville,2.01507,,40.6573,-79.8375,"(40.657299999999999, -79.837500000000006)",Landslide,Landslide,Small,Downpour,,,0,,http://www.pittsburghlive.com/x/valleynewsdispatch/s_738816.html,"40.6573,-79.8375",05/17/2011,48.7,60.7,54.3,51.4,90.07,,11.7,20.8,69.29,44.6,0.6,75,,8.5,92.7,1007.7,"Mist, Light Drizzle, Rain, Light Rain",40.6573,-79.8375,"40.6573,-79.8375","Rain, Overcast",
3503,5/18/11,3:30:00,SA,Colombia,CO,Santander,11265,San Vicente de Chucurí,0.80432,,6.8835,-73.4166,"(6.8834999999999997, -73.416600000000003)",Landslide,Complex,Medium,Downpour,,,1,,http://colombiareports.com/colombia-news/news/16350-north-colombia-landslide-kills-one-injures-10.html,"6.8835,-73.4166",05/18/2011,66.2,75.2,70.7,66.2,85.86,,9.2,,251.43,,0.02,7.14,,6.3,68.1,,"Drizzle, Lightning Without Thunder, Precipitation In Vicinity, Fog, Smoke Or Haze",6.8835,-73.4166,"6.8835,-73.4166","Rain, Partially cloudy",
3504,5/18/11,,NA,United States,US,West Virginia,49138,Huntington,1.71788,,38.4069,-82.4333,"(38.4069, -82.433300000000003)",Landslide,Landslide,Small,Downpour,,,0,,http://www.wsaz.com/news/headlines/Enslow_Bulevard_to_Close_for_Landslide_Cleanup_122190379.html,"38.4069,-82.4333",05/18/2011,48.5,57,51.3,49.1,92.56,,5.9,,204.25,46,0.25,20.83,,7.3,100,1009.8,"Mist, Light Drizzle, Rain, Light Rain",38.4069,-82.4333,"38.4069,-82.4333","Rain, Overcast",
3505,5/18/11,3:00:00,NA,United States,US,West Virginia,49138,Huntington,2.13503,,38.4072,-82.4261,"(38.407200000000003, -82.426100000000005)",Landslide,Landslide,Small,Downpour,,,0,,http://www.wsaz.com/news/headlines/122140919.html,"38.4072,-82.4261",05/18/2011,48.5,57,51.3,49.1,92.54,,5.9,,204.21,46,0.25,20.83,,7.3,100,1009.8,"Mist, Light Drizzle, Rain, Light Rain",38.4072,-82.4261,"38.4072,-82.4261","Rain, Overcast",
3506,5/18/11,,NA,United States,US,West Virginia,49138,Huntington,2.94557,,38.4001,-82.4685,"(38.400100000000002, -82.468500000000006)",Landslide,Landslide,Small,Downpour,,,0,,http://www.statejournal.com/story.cfm?func=viewstory&storyid=100229,"38.4001,-82.4685",05/18/2011,48.5,57,51.3,49.2,92.63,,5.8,,204.38,46,0.25,20.83,,7.3,100,1009.8,"Mist, Light Drizzle, Rain, Light Rain",38.4001,-82.4685,"38.4001,-82.4685","Rain, Overcast",
3507,5/18/11,,NA,United States,US,West Virginia,49138,Huntington,2.76021,,38.4007,-82.4662,"(38.400700000000001, -82.466200000000001)",Landslide,Landslide,Small,Downpour,,,0,,http://www.statejournal.com/story.cfm?func=viewstory&storyid=100229,"38.4007,-82.4662",05/18/2011,48.5,57,51.3,49.2,92.63,,5.8,,204.38,46,0.25,20.83,,7.3,100,1009.8,"Mist, Light Drizzle, Rain, Light Rain",38.4007,-82.4662,"38.4007,-82.4662","Rain, Overcast",
3508,5/18/11,,NA,United States,US,West Virginia,49138,Huntington,0.01392,,38.4193,-82.4453,"(38.4193, -82.445300000000003)",Landslide,Landslide,Small,Downpour,,,0,,http://www.wsaz.com/news/headlines/Enslow_Bulevard_to_Close_for_Landslide_Cleanup_122190379.html,"38.4193,-82.4453",05/18/2011,48.5,57,51.3,49.1,92.56,,5.9,,204.21,46,0.25,20.83,,7.3,100,1009.8,"Mist, Light Drizzle, Rain, Light Rain",38.4193,-82.4453,"38.4193,-82.4453","Rain, Overcast",
3509,5/18/11,Night,NA,United States,US,West Virginia,1542,West Liberty,11.0113,,40.1095,-80.4911,"(40.109499999999997, -80.491100000000003)",Landslide,Mudslide,Small,Downpour,,,0,,http://www.statejournal.com/story.cfm?func=viewstory&storyid=99757,"40.1095,-80.4911",05/18/2011,53.2,65,57.6,53.8,87.66,,11.4,19.5,100.67,,0.48,54.17,,7.7,83.1,1009.2,"Mist, Light Drizzle, Thunderstorm, Rain, Fog, Rain Showers, Light Rain",40.1095,-80.4911,"40.1095,-80.4911","Rain, Overcast",
3510,5/18/11,3:00:00,NA,United States,US,Pennsylvania,5677,Coraopolis,2.45126,,40.521,-80.138,"(40.521000000000001, -80.138000000000005)",Landslide,Landslide,Small,Downpour,,,0,,http://pittsburgh.cbslocal.com/2011/05/18/landslide-closes-portion-of-route-65-in-glenfield/,"40.521,-80.138",05/18/2011,53.4,65.7,58.5,54.3,86.5,,11.1,19.5,117.33,,0.28,62.5,,8.8,91.7,1009.5,"Mist, Light Drizzle, Rain, Thunderstorm, Rain Showers, Light Rain",40.521,-80.138,"40.521,-80.138","Rain, Overcast",
3511,5/18/11,21:40:00,NA,United States,US,Pennsylvania,1440,Russellton,4.06157,,40.5755,-79.8282,"(40.575499999999998, -79.828199999999995)",Landslide,Landslide,Medium,Downpour,,,0,,http://www.pittsburghlive.com/x/pittsburghtrib/news/pittsburgh/s_737933.html,"40.5755,-79.8282",05/18/2011,53.7,64.7,58,54.4,88.11,,10.4,19.5,115.42,,0.56,62.5,,8.5,86.8,1009.3,"Mist, Light Drizzle, Rain, Thunderstorm, Rain Showers, Light Rain",40.5755,-79.8282,"40.5755,-79.8282","Rain, Overcast",
3514,5/19/11,Early morning,NA,United States,US,Pennsylvania,27126,Plum,1.0937,,40.5071,-79.7401,"(40.507100000000001, -79.740099999999998)",Landslide,Landslide,Small,Downpour,,,0,,http://www.pittsburghlive.com/x/pittsburghtrib/news/pittsburgh/s_737933.html,"40.5071,-79.7401",05/19/2011,51.9,63.3,56.6,50.1,80.1,,8.5,,210.54,,0.02,12.5,,8.3,87.2,1015.7,Mist,40.5071,-79.7401,"40.5071,-79.7401","Rain, Overcast",
3515,5/19/11,,NA,United States,US,Pennsylvania,3050,Youngwood,3.51907,,40.2357,-79.5358,"(40.235700000000001, -79.535799999999995)",Landslide,Landslide,Small,Downpour,,,0,,http://www.wtae.com/news/28196262/detail.html,"40.2357,-79.5358",05/19/2011,51.1,61.5,55.5,49.8,81.96,,9.7,,228.88,,0.05,29.17,,8.1,87.6,1015.7,"Mist, Fog, Light Rain",40.2357,-79.5358,"40.2357,-79.5358","Rain, Overcast",
3516,5/19/11,21:00:00,NA,United States,US,Utah,1336,Wolf Creek,8.65312,,41.2554,-111.8305,"(41.255400000000002, -111.8305)",Landslide,Landslide,Medium,Downpour,,,0,,http://www.deseretnews.com/article/705373016/State-Route-39-closed-after-mudslide-near-Pineview-Dam.html,"41.2554,-111.8305",05/19/2011,43,55.8,48,41.6,80.36,,10.6,24.2,169.42,39.1,0.22,75,,8.7,88.2,1003.8,"Mist, Light Drizzle, Rain, Light Rain",41.2554,-111.8305,"41.2554,-111.8305","Rain, Overcast",
3517,5/19/11,Early morning,NA,United States,US,Pennsylvania,3330,Ingram,0.7126,,40.448,-80.0595,"(40.448, -80.0595)",Landslide,Landslide,Medium,Downpour,,,0,,http://www.pittsburghlive.com/x/pittsburghtrib/news/pittsburgh/s_737933.html,"40.448,-80.0595",05/19/2011,51.9,63.8,56.8,49.8,78.56,,8.3,,205.21,,0.02,12.5,,8.7,88,1015.8,Mist,40.448,-80.0595,"40.448,-80.0595","Rain, Overcast",
3518,5/20/11,,NA,United States,US,Pennsylvania,305704,Pittsburgh,0.26199,,40.4407,-79.9928,"(40.4407, -79.992800000000003)",Landslide,Landslide,Small,Downpour,,,0,,http://www.pittsburghlive.com/x/valleynewsdispatch/s_738816.html,"40.4407,-79.9928",05/20/2011,50.9,69.3,59.9,51.4,75.54,,7.5,,275.63,,0,0,,7.3,74.8,1017.7,"Mist, Fog",40.4407,-79.9928,"40.4407,-79.9928",Partially cloudy,
3522,5/21/11,14:00:00,NA,United States,US,Utah,9128,Santaquin,7.91495,,39.9121,-111.7429,"(39.912100000000002, -111.74290000000001)",Landslide,Mudslide,Small,Downpour,,,0,,http://www.sltrib.com/sltrib/news/51860432-78/canyon-mudslide-road-santaquin.html.csp,"39.9121,-111.7429",05/21/2011,41.7,62.9,51.8,40.8,69.39,,16.1,20.8,143.29,42.4,0.03,4.17,,11.2,36.5,,,39.9121,-111.7429,"39.9121,-111.7429","Rain, Partially cloudy",
3523,5/21/11,,NA,United States,US,Pennsylvania,1218,Leetsdale,1.11499,,40.5558,-80.2174,"(40.555799999999998, -80.217399999999998)",Landslide,Creep,Medium,Downpour,,,0,,http://moon.patch.com/articles/crescent-officials-monitor-mccutcheon-way-landslide,"40.5558,-80.2174",05/21/2011,51.5,78.7,65.3,52.8,67.01,,5.8,,194.96,,0,4.17,,8.9,48.6,1017.5,Mist,40.5558,-80.2174,"40.5558,-80.2174",Partially cloudy,
3524,5/21/11,,NA,United States,US,Pennsylvania,1218,Leetsdale,1.11499,,40.5558,-80.2174,"(40.555799999999998, -80.217399999999998)",Landslide,Creep,Medium,Downpour,,,0,,http://moon.patch.com/articles/crescent-officials-monitor-mccutcheon-way-landslide,"40.5558,-80.2174",05/21/2011,51.5,78.7,65.3,52.8,67.01,,5.8,,194.96,,0,4.17,,8.9,48.6,1017.5,Mist,40.5558,-80.2174,"40.5558,-80.2174",Partially cloudy,
3526,5/22/11,Afternoon,NA,United States,US,Utah,18275,Farmington,3.12368,,41.0033,-111.8657,"(41.003300000000003, -111.8657)",Landslide,Mudslide,Small,Downpour,,,0,,"http://www.fox13now.com/news/local/kstu-mudslide-mudslide-closes-road-in-farmington-canyon-20110523,0,5788689.story","41.0033,-111.8657",05/22/2011,52.4,63.9,56.6,42.5,59.98,,18.1,38,164.71,,0.13,25,,9.8,77.2,1008,"Mist, Light Rain",41.0033,-111.8657,"41.0033,-111.8657","Rain, Overcast",
3527,5/22/11,12:30:00,NA,United States,US,Utah,3112,Beaver,14.71664,,38.2717,-112.473,"(38.271700000000003, -112.473)",Landslide,Complex,Small,Downpour,,,0,,http://www.deseretnews.com/article/705373142/Moisture-laden-soils-slide-in-Beaver-Farmington.html,"38.2717,-112.473",05/22/2011,48.6,69.1,57.8,39.6,53.6,,23.8,40.3,193.33,48.3,0,0,,9.9,55.8,1007.7,Light Rain,38.2717,-112.473,"38.2717,-112.473",Partially cloudy,
3528,5/22/11,,NA,United States,US,Utah,8893,Grantsville,30.28399,,40.3398,-112.5716,"(40.339799999999997, -112.5716)",Landslide,Mudslide,Small,Downpour,,,0,,http://www.sltrib.com/sltrib/news/51863215-78/road-canyon-county-debris.html.csp,"40.3398,-112.5716",05/22/2011,52.8,65.1,56.8,47.2,70.77,,21.2,38,165.27,,0.15,25,,9.8,84.6,996.5,"Mist, Thunderstorm, Rain Showers, Heavy Rain, Light Rain, Smoke Or Haze",40.3398,-112.5716,"40.3398,-112.5716","Rain, Overcast",
3529,5/22/11,,NA,United States,US,Utah,15335,Centerville,4.54095,,40.9108,-111.8191,"(40.910800000000002, -111.81910000000001)",Landslide,Landslide,Small,Downpour,,,0,,http://www.deseretnews.com/article/705373142/Moisture-laden-soils-slide-in-Beaver-Farmington.html,"40.9108,-111.8191",05/22/2011,53,65.1,56.6,44.8,65.4,,14.7,38,171.35,,0.2,25,,9.6,83.4,1008.6,"Mist, Thunderstorm, Rain Showers, Heavy Rain, Light Rain",40.9108,-111.8191,"40.9108,-111.8191","Rain, Overcast",
3531,5/23/11,Late night,NA,United States,US,Pennsylvania,5157,Arnold,3.0244,,40.5813,-79.8024,"(40.581299999999999, -79.802400000000006)",Landslide,Landslide,Small,Downpour,,,0,,http://www.pittsburghlive.com/x/valleynewsdispatch/s_738816.html,"40.5813,-79.8024",05/23/2011,63.2,77.4,70.1,59.1,68.66,,15.8,26.5,197.88,,0.05,12.5,,9.9,53.7,1010.1,Light Rain,40.5813,-79.8024,"40.5813,-79.8024","Rain, Partially cloudy",
3537,5/25/11,10:00:00,NA,United States,US,Iowa,82684,Sioux City,4.3821,,42.5337,-96.3726,"(42.533700000000003, -96.372600000000006)",Landslide,Mudslide,Small,Downpour,Two inches since Midnight,,0,,http://www.ktiv.com/story/14714684/siouxland-breaks-a-nearly-30-year-record-as-rain-continues-to-fall,"42.5337,-96.3726",05/25/2011,51.4,65.7,57,52.1,84.06,,23.2,33.2,62.83,,2.55,75,,7,83.3,1006.3,"Mist, Light Drizzle, Rain, Heavy Rain, Light Rain",42.5337,-96.3726,"42.5337,-96.3726","Rain, Overcast",
3538,5/25/11,,NA,United States,US,Michigan,113934,Ann Arbor,1.89658,,42.2939,-83.7342,"(42.293900000000001, -83.734200000000001)",Landslide,Mudslide,Small,Downpour,,,0,,http://www.detnews.com/article/20110526/METRO/105260465/1361/Ann-Arbor-mudslide-amid-heavy-rains-causes--significant--damage,"42.2939,-83.7342",05/25/2011,51.1,64.6,57.4,53.1,85.78,,15.5,31.1,101.71,,1.52,45.83,,8.1,58,1009.9,"Mist, Thunderstorm, Rain, Thunderstorm Without Precipitation, Rain Showers, Heavy Rain, Light Rain",42.2939,-83.7342,"42.2939,-83.7342","Rain, Partially cloudy",
3548,5/27/11,Evening,NA,United States,US,New York,2521,Lake Placid,11.70793,,44.3666,-73.8973,"(44.366599999999998, -73.897300000000001)",Landslide,Landslide,Small,Downpour,,,0,,http://adirondackdailyenterprise.com/page/content.detail/id/524819/Storm-leaves-scar-on-Whiteface.html?nav=5008,"44.3666,-73.8973",05/27/2011,52.3,63.8,58.6,56.5,93.08,,10.3,30,127.92,,1.1,54.17,,6.5,89.2,1014.1,"Mist, Rain, Thunderstorm, Rain Showers, Fog, Heavy Rain, Light Rain",44.3666,-73.8973,"44.3666,-73.8973","Rain, Overcast",
3550,5/28/11,3:00:00,NA,United States,US,Illinois,27865,Alton,1.71596,Bluff,38.8994,-90.2006,"(38.8994, -90.200599999999994)",Landslide,Mudslide,Medium,Downpour,,,0,St. Louis Post-Dispatch,http://www.stltoday.com/news/local/metro/article_05b458a2-8962-11e0-b4df-001a4bcf6878.html,"38.8994,-90.2006",05/28/2011,59.7,72.6,65.1,60.4,85.1,,10.6,20.8,100,,0.02,8.33,,6.3,96.8,1008,"Mist, Light Rain, Smoke Or Haze",38.8994,-90.2006,"38.8994,-90.2006","Rain, Overcast",
3551,5/29/11,12:00:00,NA,United States,US,Vermont,9052,Barre,0.65528,,44.1921,-72.4975,"(44.192100000000003, -72.497500000000002)",Landslide,Landslide,Small,Downpour,,,0,,http://www.wcax.com/story/14748017/saturated-soil-leads-to-barre-landslide,"44.1921,-72.4975",05/29/2011,64.2,80.2,71.8,63.2,75.71,81.5,16,21.9,186.83,,0.01,16.67,,9.5,45.4,1016.8,"Mist, Fog, Light Rain",44.1921,-72.4975,"44.1921,-72.4975","Rain, Partially cloudy",
3553,5/30/11,Morning,NA,United States,US,Utah,1336,Wolf Creek,8.65312,,41.2554,-111.8305,"(41.255400000000002, -111.8305)",Landslide,Landslide,Small,Rain,,,0,,http://www.abc4.com/content/news/slc/story/Mudslide-again-closes-northern-Utah-highway/mJsNwZhthk-ssASdj6CKqg.cspx,"41.2554,-111.8305",05/30/2011,32.9,55.2,43.2,36.9,80.26,,17.3,30,195.46,27.7,0.89,75,,8.7,83.1,1010,"Mist, Light Snow, Light Drizzle, Rain, Light Rain, Light Freezing Rain",41.2554,-111.8305,"41.2554,-111.8305","Rain, Overcast",
3554,5/30/11,,NA,United States,US,Wyoming,1182,Sundance,7.07507,,44.4648,-104.4111,"(44.464799999999997, -104.4111)",Landslide,Mudslide,Small,Unknown,,,0,,http://www.9news.com/news/local/article/200937/346/Teton-County-highway-reopens-after-landslide-?odyssey=mod%7Cnewswell%7Ctext%7CFRONTPAGE%7Ct,"44.4648,-104.4111",05/30/2011,36,52.6,43.9,38.9,78.06,,14,34.4,230,27.3,0.24,25,,9.9,0.9,,,44.4648,-104.4111,"44.4648,-104.4111",Rain,
3555,5/30/11,Early morning,NA,United States,US,Vermont,9052,Barre,1.15359,,44.19,-72.4914,"(44.19, -72.491399999999999)",Landslide,Mudslide,Small,Downpour,,,0,,http://vtdigger.org/2011/05/31/welch-flood-relief-for-private-companies-and-homeowners-not-likely/,"44.19,-72.4914",05/30/2011,62.2,78.5,70.5,59.6,71.44,,11.4,19.5,259.17,,0.5,29.17,,8.8,40.2,1019.3,"Mist, Heavy Rain, Light Rain",44.19,-72.4914,"44.19,-72.4914","Rain, Partially cloudy",
3563,06/02/11,,NA,Haiti,HT,Sud-Est,137966,Jacmel,0.19079,,18.2348,-72.5364,"(18.2348, -72.5364)",Landslide,Landslide,Small,Downpour,,,0,,http://www.haitilibre.com/en/news-3095-haiti-climate-the-situation-by-department.html,"18.2348,-72.5364",06/02/11,75.2,77,75.6,71.7,88.12,,13.9,32.2,90,,0,0,,3.6,100,,"Drizzle, Rain, Light Rain",18.2348,-72.5364,"18.2348,-72.5364",Overcast,
3564,06/02/11,,NA,Haiti,HT,Centre,18590,Hinche,7.86436,,19.2088,-71.9747,"(19.2088, -71.974699999999999)",Landslide,Landslide,Medium,Downpour,,,1,,http://www.haitilibre.com/en/news-3095-haiti-climate-the-situation-by-department.html,"19.2088,-71.9747",06/02/11,75.2,77,75.6,71.7,88.12,,13.9,32.2,90,,0,0,,3.6,100,,"Drizzle, Rain, Light Rain",19.2088,-71.9747,"19.2088,-71.9747",Overcast,
3569,06/03/11,,NA,Dominican Republic,DO,Santiago,9853,San José de Las Matas,2.72462,,19.3556,-70.9189,"(19.355599999999999, -70.918899999999994)",Landslide,Landslide,Medium,Downpour,,,1,,http://english.peopledaily.com.cn/90001/90777/90852/7402423.html,"19.3556,-70.9189",06/03/11,73.4,86.5,78.6,74.7,88.64,97.4,14.1,,91.17,,0.12,8.33,,6.1,84.9,1012.6,"Precipitation In Vicinity, Thunderstorm, Rain Showers, Light Rain, Sky Coverage Increasing, Sky Unchanged, Smoke Or Haze",19.3556,-70.9189,"19.3556,-70.9189","Rain, Overcast",
3572,06/05/11,,SA,Ecuador,EC,Carchi,3983,El Ángel,28.29459,,0.8479,-78.0609,"(0.84789999999999999, -78.060900000000004)",Landslide,Landslide,Medium,Downpour,,,0,,http://www.cre.com.ec/Desktop.aspx?Id=143&e=153271,"0.8479,-78.0609",06/05/11,46.4,62.3,55,49,81.19,,13.9,,103,,0.23,20,,8.6,84.6,,"Drizzle, Precipitation In Vicinity, Light Drizzle, Fog, Sky Coverage Increasing, Smoke Or Haze",0.8479,-78.0609,"0.8479,-78.0609","Rain, Overcast",
3573,06/05/11,,NA,United States,US,Colorado,1079,Keystone,5.82093,,39.5676,-105.9334,"(39.567599999999999, -105.93340000000001)",Landslide,Mudslide,Medium,Rain,,,0,,http://www.topix.net/forum/news/mudflow/TH8IFFC405EPHED90,"39.5676,-105.9334",06/05/11,43,60.9,52.1,15.9,25.07,,14.7,25.3,221.04,36.8,0,0,,9.9,4.6,1017.7,,39.5676,-105.9334,"39.5676,-105.9334",Clear,
3574,06/06/11,Night,SA,Colombia,CO,Bolívar,8904,Santa Rosa del Sur,26.89879,,7.7895,-74.2239,"(7.7895000000000003, -74.2239)",Landslide,Landslide,Medium,Downpour,,,2,,http://colombiareports.com/colombia-news/news/16781-2-children-killed-in-north-colombia-landslide.html,No weather stations found within 50.0mi of location 7.7895,-74.2239.,,,,,,,,,,,,,,,,,,,,,,
3576,06/07/11,,NA,Haiti,HT,Ouest,283052,Pétionville,0.11071,,18.5135,-72.2853,"(18.513500000000001, -72.285300000000007)",Landslide,Landslide,Large,Downpour,,,13,,http://www.bbc.co.uk/news/world-latin-america-13689711,"18.5135,-72.2853",06/07/11,77,87.8,82.1,75,79.65,97.7,16.1,,127.5,,0,0,,5.9,78.4,,Drizzle,18.5135,-72.2853,"18.5135,-72.2853",Overcast,
3599,06/11/11,,NA,United States,US,Kentucky,5338,Dayton,1.06742,,39.1186,-84.4826,"(39.118600000000001, -84.482600000000005)",Landslide,Mudslide,Medium,Rain,,,0,,http://www.fox19.com/story/14887478/mudslide-closes-road-near-the-ohio-river,"39.1186,-84.4826",06/11/11,66.1,85.6,74.7,66.3,77.63,87.6,10.6,42.6,231.54,,1.46,25,,8.3,33.5,1012.5,"Mist, Thunderstorm, Rain, Rain Showers, Heavy Rain, Light Rain",39.1186,-84.4826,"39.1186,-84.4826","Rain, Partially cloudy",
3600,06/11/11,,NA,United States,US,Iowa,10780,Keokuk,2.92601,,40.3722,-91.3955,"(40.372199999999999, -91.395499999999998)",Landslide,Mudslide,Medium,Downpour,,,,,http://www.connecttristates.com/news/story.aspx?id=629773,"40.3722,-91.3955",06/11/11,57.5,69.9,65.8,58.6,77.78,,12.8,20.8,245.63,,0.3,20.83,,7.6,76.2,1013.8,"Mist, Smoke Or Haze",40.3722,-91.3955,"40.3722,-91.3955","Rain, Overcast",
3604,06/12/11,Afternoon,NA,United States,US,Pennsylvania,1319,Windsor,7.93844,,39.9376,-76.4958,"(39.937600000000003, -76.495800000000003)",Landslide,Mudslide,Small,Downpour,,,0,,,"39.9376,-76.4958",06/12/11,66.5,80.7,71.5,67.2,86.81,83.8,6.8,19.5,144.13,,0.33,20.83,,4.7,75.4,1010.6,"Mist, Rain, Thunderstorm, Thunderstorm Without Precipitation, Heavy Rain, Light Rain, Smoke Or Haze",39.9376,-76.4958,"39.9376,-76.4958","Rain, Overcast",
3625,6/18/11,20:40:00,NA,United States,US,Wisconsin,65883,Eau Claire,4.98787,,44.7665,-91.496,"(44.766500000000001, -91.495999999999995)",Landslide,Mudslide,Small,Downpour,,,0,,http://www.wqow.com/Global/story.asp?S=14936139,"44.7665,-91.49600000000001",06/18/2011,62.3,78.6,70,63,79.48,,22.4,50.6,98.17,,4.28,29.17,,8.7,55.3,1010,"Mist, Light Drizzle, Thunderstorm, Rain, Heavy Rain, Light Rain",44.7665,-91.496,"44.7665,-91.49600000000001","Rain, Partially cloudy",
3635,6/20/11,Morning,NA,United States,US,Indiana,1712,Southport,2.61312,,39.6416,-86.1251,"(39.641599999999997, -86.125100000000003)",Landslide,Mudslide,Small,Downpour,,,0,,http://www.wishtv.com/dpp/news/local/marion_county/wall-collapse-mudslide-leaves-family-homeless,"39.6416,-86.1251",06/20/2011,66.4,77,71.8,66.2,83.07,,18.8,32.8,125.92,,2.13,41.67,,8.1,72.4,1008.8,"Mist, Thunderstorm, Rain, Thunderstorm Without Precipitation, Rain Showers, Fog, Heavy Rain, Light Rain",39.6416,-86.1251,"39.6416,-86.1251","Rain, Partially cloudy",
3636,6/20/11,Morning,NA,United States,US,Tennessee,4389,Harrogate,3.07236,,36.6015,-83.6816,"(36.601500000000001, -83.681600000000003)",Landslide,Mudslide,Medium,Downpour,,,0,,http://www.wbir.com/news/article/173525/187/Body-found-in-floodwaters-after-storms-pound-Claiborne-County,"36.6015,-83.6816",06/20/2011,63.6,84.2,73.7,68.9,86.07,88.4,8,16.1,125.88,,1.28,20.83,,8.5,43.6,1012.6,"Thunderstorm, Heavy Rain, Light Rain",36.6015,-83.6816,"36.6015,-83.6816","Rain, Partially cloudy",
